Rank	Taxonpath	Taxon	X018	X058	X134	X074	X089	X081	X106	X004	X069	X053	X132	X111	X131	X124	X085	X055	X016	X033	X023	X013	X001	X044	X066	X003	X040	X106b	X048	X127	X110	X107	X091	X026	X082	X076	X037	X130	X010	X092	X108b	X070	X075	X098	X122	X056	X068	X095	X090	X063	X137	X102	X133	X103	X120	X060	X087	X078	X114	X030	X042	X065	X009	X031	X104	X036	X135	X071	X006	X043	X099	X080	X136	X054	X117	X084	X041	X118	X049	X125	X046	X096b	X038	X007	X100b	X022	X105	X051	X093	X011	X012	X112b	X014	X086	X079	X021	X059	X020	X002	X039	X123	X121	X034	X005	X113	X035	X027	X128	X064	X032	X029	X096	X052	X045	X115	X015	X119	X094b	X116	X077	X047	X025	X109	X072	X024	X110b	X098b	X100	X017	X126	X101	X092b	X094	X112	X062	X008	X067	X057	X090b	X083	X028	X061	X019	X104b	X073	X050	X097	X108	X102b	X088	X129
superkingdom	Main genome;Bacteria;Bacteria (superkingdom)	Bacteria (superkingdom)	1114	194	482	194	307	770	1929	639	523	252	678	1653	805	854	304	200	486	478	338	178	540	482	128	668	156	1951	226	700	1632	1654	594	272	731	226	253	708	193	338	923	562	187	1058	899	155	619	881	624	667	548	1610	428	1548	1678	210	317	837	1597	484	498	204	184	409	862	227	441	526	615	562	1089	742	479	298	1600	314	136	1669	235	779	264	458	224	562	446	956	809	219	304	185	177	1030	170	370	824	882	179	1161	626	142	876	1123	460	560	662	705	305	747	193	406	454	399	421	268	1261	453	1718	816	1526	203	223	276	767	590	295	1676	973	394	996	937	554	388	803	878	231	273	168	183	655	840	395	200	898	971	270	170	415	808	1647	305	918
superkingdom	Main genome;Eukaryota;Amorphea	Amorphea	6	3	3	0	2	3	6	5	5	0	2	4	3	3	1	2	2	4	5	1	4	3	2	6	1	7	4	2	5	6	5	2	3	0	1	1	5	2	3	3	0	9	1	2	2	7	6	5	1	9	1	7	8	1	4	3	3	0	6	1	4	0	5	0	0	4	5	3	11	2	0	1	0	1	0	4	2	4	4	2	0	3	2	2	2	1	3	6	1	4	2	3	2	3	1	7	6	0	2	5	1	6	3	4	2	4	1	2	3	2	1	5	1	2	8	3	3	1	2	3	5	6	2	5	7	1	8	4	0	1	3	3	3	5	1	1	4	3	0	2	3	4	2	1	2	4	9	2	3
superkingdom	Main genome;Eukaryota;Archaeplastida	Archaeplastida	3	3	1	0	2	5	2	5	3	2	0	0	0	5	0	0	2	2	3	1	2	8	0	3	0	0	1	0	2	0	2	2	4	0	0	0	1	0	0	2	0	3	8	3	4	4	2	8	1	2	1	0	2	1	4	8	1	7	8	2	0	1	0	2	2	2	0	9	3	10	1	4	0	0	0	0	3	5	1	1	0	2	2	4	0	0	0	2	0	0	0	0	12	6	1	7	1	0	6	3	4	2	1	2	1	0	0	3	3	1	2	1	0	3	1	3	0	0	0	1	0	3	2	2	3	3	4	0	3	0	4	0	2	1	2	0	3	10	3	2	5	0	0	0	0	0	1	4	1
superkingdom	Main genome;Eukaryota;SAR	SAR	25	17	15	20	25	61	160	78	49	8	21	110	31	40	45	12	13	25	36	30	69	77	10	88	8	140	20	14	116	102	53	4	60	8	33	9	48	3	45	51	12	129	51	11	48	79	56	143	19	164	14	136	160	30	18	73	58	45	81	8	43	23	47	46	26	57	52	81	139	62	15	26	67	27	20	103	28	33	30	8	35	50	20	20	27	13	18	46	56	45	33	37	78	43	35	27	78	13	58	106	37	41	36	32	9	18	28	31	51	11	22	25	35	17	119	66	58	14	18	7	42	59	18	97	68	26	27	24	7	4	76	44	27	75	19	13	43	53	43	16	38	35	21	20	17	53	143	30	28
superkingdom	Main genome;Eukaryota;Excavata	Excavata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
superkingdom	Main genome;Eukaryota;Hacrobia	Hacrobia	1	10	4	0	1	11	5	5	0	5	1	0	0	4	0	6	5	2	2	1	3	20	6	7	0	3	8	1	1	2	2	1	3	0	1	0	5	3	2	1	0	7	1	7	2	8	2	16	1	8	1	6	9	4	0	7	2	5	21	2	5	2	1	1	4	2	3	23	9	10	1	2	3	0	0	1	6	0	3	1	1	3	1	2	1	6	1	4	2	0	1	1	7	1	4	0	7	0	9	6	6	1	0	5	0	0	3	1	7	0	9	1	1	4	2	3	2	1	0	0	1	0	1	0	6	2	6	0	2	2	5	0	3	4	4	7	0	6	10	3	6	1	0	7	1	1	7	0	3
superkingdom	Main genome;Archaea;Archaea (superkingdom)	Archaea (superkingdom)	21	6	67	29	41	38	123	32	26	9	163	128	172	106	43	3	11	12	47	26	20	20	3	24	9	132	0	410	118	113	37	43	43	31	13	198	30	49	158	27	32	43	60	5	30	51	30	33	61	102	75	98	141	4	44	45	168	9	18	11	29	9	105	15	67	28	21	24	38	46	63	8	140	48	6	132	4	72	20	51	13	31	50	18	107	3	26	29	27	170	23	39	40	23	3	18	27	12	79	70	7	26	171	11	61	366	5	8	8	46	8	22	153	9	123	52	155	30	20	46	141	31	59	125	42	48	23	683	48	49	47	147	2	32	1	2	35	56	11	3	23	120	28	2	48	151	110	42	259
superkingdom	Chloroplast;Eukaryota (Chloroplast);Acrosorium (Chloroplast)	Acrosorium (Chloroplast)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
superkingdom	Chloroplast;Eukaryota (Chloroplast);Lepocinclis (Chloroplast)	Lepocinclis (Chloroplast)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
superkingdom	Chloroplast;Eukaryota (Chloroplast);Cinnamomum (Chloroplast)	Cinnamomum (Chloroplast)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
superkingdom	Chloroplast;Eukaryota (Chloroplast);Karenia (Chloroplast)	Karenia (Chloroplast)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
superkingdom	Chloroplast;Eukaryota (Chloroplast);Porphyridium (Chloroplast)	Porphyridium (Chloroplast)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
superkingdom	Chloroplast;Eukaryota (Chloroplast);Dolichomastix (Chloroplast)	Dolichomastix (Chloroplast)	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	2	0	0	3	0	2	2	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	1	0	1	1	0	1	1	0	0	0	2	0	1	1	2	1	0	1	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0
superkingdom	Chloroplast;Eukaryota (Chloroplast);Pyramimonas (Chloroplast)	Pyramimonas (Chloroplast)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
superkingdom	Chloroplast;Eukaryota (Chloroplast);Glaucosphaera (Chloroplast)	Glaucosphaera (Chloroplast)	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
superkingdom	Chloroplast;Eukaryota (Chloroplast);Choreocolax (Chloroplast)	Choreocolax (Chloroplast)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
superkingdom	Chloroplast;Eukaryota (Chloroplast);Chlorarachnion (Chloroplast)	Chlorarachnion (Chloroplast)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
superkingdom	Chloroplast;Eukaryota (Chloroplast);Gloeochaete (Chloroplast)	Gloeochaete (Chloroplast)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
superkingdom	Chloroplast;Eukaryota (Chloroplast);Desmarestia (Chloroplast)	Desmarestia (Chloroplast)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
superkingdom	Chloroplast;Eukaryota (Chloroplast);SAR (Chloroplast)	SAR (Chloroplast)	3	1	1	0	1	4	0	3	0	0	0	0	0	5	0	0	1	6	2	0	0	6	0	4	4	0	0	0	0	1	1	2	5	0	6	0	1	1	0	0	0	1	3	0	0	1	0	5	1	0	0	0	1	0	0	5	0	11	10	0	0	7	0	3	1	0	0	7	1	6	1	1	0	3	2	0	0	5	2	0	8	0	0	0	0	1	0	0	1	1	1	1	5	8	1	1	3	4	4	3	9	0	0	6	3	0	1	6	9	0	2	4	0	2	1	0	1	0	2	4	0	1	3	0	0	0	1	0	0	1	0	1	2	0	0	0	0	5	11	0	6	0	0	0	1	0	0	1	0
superkingdom	Chloroplast;Eukaryota (Chloroplast);Archaeplastida (Chloroplast)	Archaeplastida (Chloroplast)	5	1	2	2	2	8	2	12	6	2	1	2	1	4	2	2	4	3	5	2	7	7	1	12	1	0	2	1	0	0	4	2	4	1	4	1	4	2	1	3	3	3	5	0	8	9	6	8	3	1	1	1	1	1	2	7	3	10	2	0	4	4	1	2	1	5	4	5	5	5	2	3	1	1	3	4	3	7	3	2	5	3	1	2	0	1	3	4	5	1	5	2	6	5	1	2	9	4	6	7	3	3	1	5	5	0	0	5	6	2	2	3	0	4	2	3	3	6	3	2	0	3	2	0	4	1	4	2	1	2	3	0	2	10	1	1	6	4	5	1	9	1	3	0	1	1	1	5	4
superkingdom	Chloroplast;Eukaryota (Chloroplast);Excavata (Chloroplast)	Excavata (Chloroplast)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
superkingdom	Chloroplast;Eukaryota (Chloroplast);Hacrobia (Chloroplast)	Hacrobia (Chloroplast)	1	1	1	1	0	1	1	1	2	0	1	2	0	1	0	0	2	0	0	1	2	0	0	3	0	1	0	0	1	0	2	0	2	0	0	0	0	0	0	2	0	0	3	0	3	1	3	3	1	0	1	0	1	0	0	1	1	0	0	0	1	0	1	0	0	2	2	0	0	2	0	0	0	0	0	0	1	3	0	1	0	2	0	1	0	1	2	0	2	0	1	0	2	1	0	1	1	0	3	3	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	2	0	0	2	0	0	1	1	0	0	1	0	0	2	2	0	0	0	0	1	0	0	0	0	1	0
superkingdom	Mitochondria;Eukaryota (Mitochondria);Sebdenia (Mitochondria)	Sebdenia (Mitochondria)	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
superkingdom	Mitochondria;Eukaryota (Mitochondria);Zamia (Mitochondria)	Zamia (Mitochondria)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
superkingdom	Mitochondria;Eukaryota (Mitochondria);Palpitomonas (Mitochondria)	Palpitomonas (Mitochondria)	0	0	0	0	0	2	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	2	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
superkingdom	Mitochondria;Eukaryota (Mitochondria);Ulota (Mitochondria)	Ulota (Mitochondria)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
