Rank	Taxonpath	Taxon	X018	X058	X134	X074	X089	X081	X106	X004	X069	X053	X132	X111	X131	X124	X085	X055	X016	X033	X023	X013	X001	X044	X066	X003	X040	X106b	X048	X127	X110	X107	X091	X026	X082	X076	X037	X130	X010	X092	X108b	X070	X075	X098	X122	X056	X068	X095	X090	X063	X137	X102	X133	X103	X120	X060	X087	X078	X114	X030	X042	X065	X009	X031	X104	X036	X135	X071	X006	X043	X099	X080	X136	X054	X117	X084	X041	X118	X049	X125	X046	X096b	X038	X007	X100b	X022	X105	X051	X093	X011	X012	X112b	X014	X086	X079	X021	X059	X020	X002	X039	X123	X121	X034	X005	X113	X035	X027	X128	X064	X032	X029	X096	X052	X045	X115	X015	X119	X094b	X116	X077	X047	X025	X109	X072	X024	X110b	X098b	X100	X017	X126	X101	X092b	X094	X112	X062	X008	X067	X057	X090b	X083	X028	X061	X019	X104b	X073	X050	X097	X108	X102b	X088	X129
phylum	Main genome;Bacteria;Bacteria (superkingdom);Thermotogota superphylum;Thermotogota	Thermotogota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	66	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Bacteria;Bacteria (superkingdom);Nitrospirae superphylum;Nitrospirota	Nitrospirota	0	0	0	0	0	0	9369	0	0	0	0	9732	12	0	0	0	0	0	2	0	0	0	0	0	0	15098	0	9	8458	6350	0	0	0	0	0	89	0	0	98	0	0	0	0	0	0	0	0	0	0	102	641	149	768	0	0	0	16607	0	0	0	0	0	12	0	0	0	0	0	0	0	155	0	19735	0	0	4626	0	0	0	0	0	0	0	8	6	0	0	0	0	1333	0	0	3	16	1	0	0	0	71	19	0	0	6	0	0	59	0	0	0	0	0	0	11869	0	3560	0	16162	0	0	0	11	0	0	14289	0	0	0	140	0	0	0	370	0	0	0	0	0	0	0	0	0	12	0	0	0	34	187	0	3
phylum	Main genome;Bacteria;Bacteria (superkingdom);Nitrospirae superphylum;Methylomirabilota	Methylomirabilota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
phylum	Main genome;Bacteria;Bacteria (superkingdom);Nitrospirae superphylum;Nitrospinota	Nitrospinota	0	0	246	0	0	0	11435	0	0	98	0	7641	143	0	0	22	0	0	0	0	0	0	0	0	0	19490	1	142	6764	8521	0	0	0	0	0	157	0	0	63	0	0	289	0	22	0	0	0	0	0	5850	2	4527	4699	0	0	0	17721	0	0	0	0	0	982	0	0	0	0	0	222	0	166	1	19709	0	0	7041	184	5	0	0	0	0	0	2	712	6	0	0	0	459	0	0	2	0	7	0	0	0	0	84	1	0	29	0	0	0	0	0	0	0	10	0	14935	0	7117	0	15711	0	0	0	75	0	0	12478	215	0	8	36	9	0	0	121	0	0	0	0	0	3	0	0	0	3139	0	0	0	19	10145	0	5
phylum	Main genome;Bacteria;Bacteria (superkingdom);Nitrospinae Tectomicrobia group;Entotheonellaeota	Entotheonellaeota	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	932	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	0	37	0	857	0	0	0	0	0	0	91	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
phylum	Main genome;Bacteria;Bacteria (superkingdom);Abditibacteriota superphylum;Abditibacteriota	Abditibacteriota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Bacteria;Bacteria (superkingdom);Hydrogenedentes superphylum;Hydrogenedentes	Hydrogenedentes	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	16	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0
phylum	Main genome;Bacteria;Bacteria (superkingdom);Elusimicrobiota superphylum;Elusimicrobiota	Elusimicrobiota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	20	170	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	178
phylum	Main genome;Bacteria;Bacteria (superkingdom);Sumerlaeota superphylum;Sumerlaeota	Sumerlaeota	0	0	0	0	0	0	7	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	48	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0
phylum	Main genome;Bacteria;Bacteria (superkingdom);Dadabacteria superphylum;Dadabacteria	Dadabacteria	34	0	20	0	0	0	0	0	0	0	0	13	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	6	0	0	0	0	0	8	1	0	0	0	0	0	0	0	21	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	19	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	37	37	0	48	0	0	0	11	0	0	0	2	0	4	0	0	0	0	0	0	0	0	99	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	29	0	0	0	0	0	0	0	0
phylum	Main genome;Bacteria;Bacteria (superkingdom);Margulisbacteria superphylum;Margulisbacteria	Margulisbacteria	40	5	614	130	268	225	1259	434	158	0	457	677	356	440	231	0	1	136	94	154	226	306	2	547	381	2133	0	603	760	564	439	92	178	158	688	1103	58	206	492	19	162	692	673	0	149	601	271	18	1009	830	649	328	798	0	499	327	1146	398	479	385	179	114	266	800	583	100	216	629	787	149	693	0	1831	323	172	719	0	314	30	2131	1166	216	747	32	128	0	370	162	242	413	375	313	233	305	0	89	476	209	527	96	157	272	25	275	386	366	0	149	493	558	0	95	1478	56	403	1145	1406	434	31	3	32	126	184	1414	585	209	48	462	204	741	643	95	0	145	0	0	557	217	395	0	57	867	338	0	287	119	1486	263	407
phylum	Main genome;Bacteria;Bacteria (superkingdom);Schekmanbacteria superphylum;Schekmanbacteria	Schekmanbacteria	0	0	0	0	0	0	493	0	0	0	0	172	15	0	0	0	0	0	0	0	0	0	0	0	0	734	0	0	242	265	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	3	0	0	0	5	31	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	18	0	0	381	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
phylum	Main genome;Eukaryota;Amorphea;Fungi;Ascomycota	Ascomycota	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	13	1	0	0	5	0	1	0	0	0	0	0	0	0	3	0	0	0	0	3	2	0	0	0	0	0	0	0	14	1	487	0	2	0	0	0	0	0	0	0	0	11	0	0	0	2	0	0	0	0	34	3	0	0	0	0	0	0	0	0	0	31	0	0	0	0	5	3	0	6	2	0	0	0	0	0	2	0	8	6	0	0	0	5	3	0	12	0	6	270	8	34	0	0	21	0	0	0	0	2	0	12	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	3	2	1	0	2
phylum	Main genome;Eukaryota;Amorphea;Fungi;Basidiomycota	Basidiomycota	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	33	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	32	25	0	0	1	0	0	0	3	1	8	0	0	0	0	0	0	0	0	0	0	0	0	8	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	38	5	0	4	0	0	1	0	2	9	0	0	0	0	0	2	1	2	1	0	0	11	0	9	0	3	0	0	0	0	0	0	0	4	19	0	5	0	1	0	8	0	0	26	0	4	2	33	0	0	1	0	0	0	0	4	0	0	13	29	0	0	0
phylum	Main genome;Eukaryota;Amorphea;Fungi;Chytridiomycota	Chytridiomycota	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Eukaryota;Amorphea;Metazoa;Arthropoda	Arthropoda	0	0	2	0	0	7	0	0	1	0	0	0	0	20	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	23	1	0	100	0	0	0	1	0	0	1	0	33	0	0	0	14	0	0	0	108	0	5	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	101	1	0	0	0	0	0	1	0	17	0	0	0	2	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	55	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	10	0	0	12	0	0	0	0	0	21	0	0	0	0	0	1	3	0	0	0	3	1	0	0	0	45	0	10
phylum	Main genome;Eukaryota;Amorphea;Metazoa;Cnidaria	Cnidaria	0	0	1	0	10	81	64	157	1	0	40	61	56	0	33	0	0	0	1	1	19	0	0	30	0	29	21	16	63	9	2	0	15	0	0	1	17	0	8	0	0	21	0	0	3	5	2	0	10	33	16	32	98	0	33	3	17	0	0	0	16	0	17	0	0	4	2	0	38	0	0	0	0	16	0	11	0	30	0	12	0	17	4	0	11	0	2	11	23	45	15	6	0	0	0	0	14	0	18	22	0	68	41	0	0	32	0	0	0	18	0	0	1	13	24	19	6	1	0	0	20	0	0	30	1	8	16	13	0	0	51	44	0	35	0	0	3	3	0	0	2	6	2	0	0	14	16	13	19
phylum	Main genome;Eukaryota;Amorphea;Metazoa;Nematoda	Nematoda	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Eukaryota;Amorphea;Metazoa;Chordata	Chordata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Eukaryota;Amorphea;Metazoa;Porifera	Porifera	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Eukaryota;Amorphea;Metazoa;Annelida	Annelida	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Eukaryota;Amorphea;Metazoa;Echinodermata	Echinodermata	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Eukaryota;Amorphea;Metazoa;Nemertea	Nemertea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Eukaryota;Amorphea;Metazoa;Ctenophora	Ctenophora	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Eukaryota;Amorphea;Apusozoa;Hilomonadea	Hilomonadea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Eukaryota;Amorphea;Choanoflagellida;Choanoflagellida (phylum)	Choanoflagellida (phylum)	0	204	60	0	0	0	0	25	0	0	0	0	0	0	0	11	0	1	0	0	0	0	12	0	3	0	63	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	5	18	0	0	1	0	0	1	0	0	7	8	3	2	0	0	0	0	0	0	0	0	0	0	3	5	4	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	15	0	9	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	2	16	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
phylum	Main genome;Eukaryota;Amorphea;Mesomycetozoa;Ichthyosporea	Ichthyosporea	0	0	0	0	0	0	9	0	1	0	0	10	0	0	0	0	2	0	0	0	0	1	0	6	0	5	0	0	0	1	3	0	0	0	34	0	0	0	0	10	0	5	0	0	1	6	5	0	0	2	0	0	0	0	0	10	0	0	25	0	0	0	0	0	0	1	6	0	33	1	0	0	0	0	0	0	0	12	0	0	0	13	0	2	0	0	0	0	0	0	0	0	1	0	0	1	5	0	0	4	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	15	0	0	1	0	0	0	0	0	1	0	0
phylum	Main genome;Eukaryota;Archaeplastida;Chloroplastida;Embryophyta	Embryophyta	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0
phylum	Main genome;Eukaryota;Archaeplastida;Chloroplastida;Streptophyta	Streptophyta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta	Chlorophyta	5	33	1	0	5	48	1	18	9	16	0	0	0	44	0	0	71	0	10	7	3	101	0	9	0	0	12	0	1	0	5	3	51	0	0	0	1	0	0	5	0	11	47	43	15	52	9	40	2	10	29	0	6	4	13	82	1	15	44	11	0	0	0	4	5	3	0	85	9	96	7	32	0	0	0	0	312	33	1	1	0	14	36	8	0	0	0	8	0	0	0	0	143	82	13	24	5	0	61	12	14	6	0	1	3	0	0	6	14	1	126	0	0	5	2	97	0	0	0	5	0	9	25	1	4	55	31	0	7	0	131	0	9	2	11	0	12	135	4	6	34	0	0	0	0	0	6	9	15
phylum	Main genome;Eukaryota;Archaeplastida;Rhodophyta;Rhodophyta (phylum)	Rhodophyta (phylum)	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Eukaryota;SAR;Alveolata;Apicomplexa	Apicomplexa	49	0	0	0	2	369	97	122	129	0	0	65	0	506	4	28	0	87	0	0	101	293	0	183	0	161	99	0	72	121	228	0	242	0	14	61	0	0	0	152	0	119	241	0	112	828	143	684	0	72	0	110	260	0	0	383	17	13	333	0	0	66	4	0	0	328	39	340	207	261	235	77	263	0	0	455	0	263	0	57	0	160	0	108	3	0	0	0	0	0	0	0	412	42	0	200	178	0	179	454	35	148	0	79	0	0	0	55	66	9	0	0	48	1	704	1066	108	0	8	0	0	297	0	101	90	0	51	0	0	0	680	0	0	0	0	1	271	609	37	0	23	14	1	0	0	0	120	0	0
phylum	Main genome;Eukaryota;SAR;Alveolata;Alveolata X	Alveolata X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Eukaryota;SAR;Alveolata;Ciliophora	Ciliophora	0	223	29	45	33	2	15	6	1	85	16	15	28	6	125	1	14	10	217	10	7	61	28	10	47	23	8	41	5	11	8	5	2	7	198	14	37	0	1	16	9	39	5	0	11	6	8	242	34	4	22	4	22	2898	7	15	8	134	93	17	10	0	6	263	46	1	10	129	32	8	40	78	11	65	363	13	408	11	407	8	1035	0	0	0	0	19	14	23	36	6	67	153	34	50	5656	0	31	74	28	35	29	1	0	19	2	38	8385	1	20	2	142	102	25	5	52	11	0	1	18	4	0	3	77	3	9	0	2	49	2	2	14	6	3716	69	255	15	6	21	19	463	16	9	16	106	6	0	3	118	26
phylum	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata	Dinoflagellata	123	106	8	22	33	139	1139	695	358	23	58	417	98	57	112	14	190	331	4	136	577	683	19	431	9	624	86	18	318	295	328	0	212	23	69	27	374	15	193	196	32	435	90	15	83	413	133	1028	28	576	26	338	1012	56	90	189	216	394	511	162	147	263	152	135	76	522	278	701	522	186	28	75	149	54	78	198	189	66	38	5	82	201	41	90	103	26	54	260	222	185	78	46	322	242	59	105	496	14	104	247	479	263	150	507	45	61	265	460	414	32	37	52	100	205	305	166	112	75	30	3	313	490	10	229	107	69	101	44	11	6	314	220	82	349	34	111	80	220	297	29	239	81	60	62	29	227	334	68	53
phylum	Main genome;Eukaryota;SAR;Alveolata;Perkinsea	Perkinsea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phylum	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa	Cercozoa	0	14	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	4	6	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	6	9	0	2	0	0	0	0	0	0	17	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	2	0	1	0	0	17	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	8	0	0	0	0	0	0	0	0	0
phylum	Main genome;Eukaryota;SAR;Rhizaria;Radiolaria	Radiolaria	0	0	0	0	0	0	101	2	0	0	21	104	94	0	0	0	0	0	0	6	17	0	0	35	0	68	0	13	79	42	1	0	0	1	0	71	0	0	15	0	0	209	0	0	0	30	5	23	0	99	0	67	101	0	0	2	96	0	0	0	1	0	22	15	0	19	6	0	223	3	0	0	637	0	0	428	0	0	0	0	0	0	6	0	0	0	1	0	14	0	0	0	0	0	0	0	7	0	0	8	0	0	3	0	0	1	0	0	0	0	0	0	179	0	205	19	158	8	0	0	13	0	0	77	72	9	0	3	0	0	18	0	0	21	0	0	2	1	0	0	0	23	3	0	0	14	73	0	45
