Rank	Taxonpath	Taxon	001	002	003	004	005	006	007	008	009	010	011	012	013	014	015	016	017	018	019	020	021	022	023	024	025	026	027	028	029	030	031	032	033	034	035	036	037	038	039	040	041	042	043	044	045	046	047	048	049	050	051	052	053	054	055	056	057	058	059	060	061	062	063	064	065	066	067	068	069	070	071	072	073	074	075	076	077	078	079	080	081	082	083	084	085	086	087	088	089	090	091	092	093	094	095	096	097	098	099	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	100b	102b	104b	106b	108b	110b	112b	090b	092b	094b	096b	098b
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;UBA10353 marine group	UBA10353 marine group	0	21	0	40	104	32	1	7	0	0	0	0	0	0	7	58	32	78	118	60	46	64	0	0	0	0	0	569	612	356	721	710	645	685	765	17	0	0	0	0	0	505	527	481	4	0	0	31	0	0	0	0	0	0	0	0	1	0	0	0	6	0	28	0	0	0	0	9	91	99	49	186	0	0	0	0	0	43	69	21	46	20	94	0	0	0	0	0	0	20	96	0	0	137	120	0	0	367	1524	0	11	1867	1111	253	306	13042	8346	9	21	10466	11344	7	10	16175	13587	17566	21457	8013	7950	3250	265	162	112	88	33	2	125	0	211	24	0	0	0	0	0	212	0	0	3132	978	21735	42	18655	24	42	0	208	0	286
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Legionellales	Legionellales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	23	12	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	155	10	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Salinisphaerales	Salinisphaerales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	1	0	43	0	0	0	37	40	3444	96	139	4859	42	3883	0	13	0	0	0	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	76	0	31	44	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	75	3	4	6	0	0	0	0	457	0	1110	70	1269	424	155	88	261	3	45	0	392	0	879	43	206	768	1	166	139	171	0	14	0	42	0	120	2	0	0	0	0	0	0	0
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Ectothiorhodospirales	Ectothiorhodospirales	10	1	201	57	99	34	0	0	136	0	0	0	56	0	0	122	77	57	70	7	59	41	13	0	7	11	0	255	102	0	0	44	0	0	0	43	17	15	88	10	109	0	32	33	53	18	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	52	10	0	0	0	45	1	0	38	19	0	55	14	0	0	1	65	54	15	11	5	0	0	122	33	58	126	100	43	58	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	162	262	0	0	3	260	42	213	23	206	0	0	0	0	0	0	0	1	133	200	185	0
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Francisellales	Francisellales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	310	68	14	18	2	1	0	0	0	0	0	0	43	18	19	3	25	31	9	48	0	0	13	10	0	0	213	172	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	22	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	78	0	0	0	3	0	0	0	0	0	0	0	0
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Competibacterales	Competibacterales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Thiomicrospirales	Thiomicrospirales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Thiotrichales	Thiotrichales	1707	1314	1623	1879	1282	902	657	1982	2487	1988	2449	1879	1845	1330	99	211	67	228	84	180	368	314	369	290	167	286	952	912	825	811	525	678	109	627	920	1636	1365	2825	1199	1451	1896	590	781	434	1690	1931	1844	942	209	139	854	240	21	265	218	39	184	159	12	123	407	106	39	129	275	0	21	230	454	271	169	513	1669	1443	1288	1109	776	883	1561	1929	997	1784	2085	2913	3106	2712	2127	2348	2725	190	1321	1471	1880	366	616	3048	1946	187	154	1908	787	114	270	841	1282	69	10	112	77	0	52	31	12	0	0	531	427	78	0	1962	3331	1962	1209	1698	1784	680	578	734	762	419	563	8932	10968	15101	20352	19144	12262	6728	220	3134	110	473	2	104	321	5813	651	11768	147
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Piscirickettsiales	Piscirickettsiales	0	6	4	5	2	56	10	35	54	48	0	4	10	5	0	0	34	5	50	0	0	0	11	0	0	9	8	230	90	113	116	93	6	64	93	214	132	284	119	142	93	33	61	87	10	8	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	28	0	0	8	17	41	0	9	0	78	149	157	125	352	169	342	120	346	257	193	164	16	2	36	16	34	94	113	17	201	83	57	67	210	132	115	78	489	475	159	163	322	410	305	133	310	286	401	514	257	116	705	238	479	296	147	204	86	9	56	152	220	243	2408	781	858	864	542	551	242	333	477	854	691	646	1379	34	101	39	510	162
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Nitrosococcales	Nitrosococcales	2	31	33	33	66	41	10	6	0	0	0	0	0	0	210	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	510	196	735	133	208	387	44	10	13	17	34	85	30	40	14	184	0	15	9	34	120	35	9	19	0	0	0	0	0	2	44	15	7	6	11	0	0	0	0	0	0	24	126	0	0	20	13	0	0	136	469	0	4	1137	544	91	73	45	22	0	0	127	73	0	0	74	97	57	124	38	102	148	130	128	25	39	62	0	0	0	0	0	0	68	0	0	0	0	0	0	1818	314	57	0	249	0	38	0	57	0	100
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Steroidobacterales	Steroidobacterales	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	5	106	138	1	0	0	0	0	0	32	24	14	32	19	43	0	6	57	26	24	0	1	0	192	490	229	24	71	148	0	1	0	16	17	1	25	0	0	0	10	0	0	0	0	81	0	3	0	3	17	6	1	2	7	1	0	0	12	2	1026	998	624	588	559	1141	652	564	879	669	751	709	0	0	28	0	181	303	385	235	581	684	472	452	1282	397	272	395	1363	823	117	48	331	379	55	1	702	501	371	706	225	898	1252	2514	2271	1783	1796	1994	3	108	0	0	356	315	2178	6401	2650	1603	3545	1015	1588	2239	955	2255	445	576	202	0	149	323	1488	411
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Arenicellales	Arenicellales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	4	0	25	37	0	0	4	0	0	22	0	0	33	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	73	111	4	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Granulosicoccales	Granulosicoccales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	97	21	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	5	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;JTB23	JTB23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	4	0	24	0	0	0	0	0	0	0	3	0	50	0	7	35	758	681	837	687	625	476	586	600	35	301	152	204	0	0	0	0	3	223	261	0	3	0	0	0	0	0	0	0	335	611	1417	0	0	0	0	70	26	1575	3154	1113	2382	72	732	0	0	0	24	35
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;HOC36	HOC36	94	87	229	149	130	182	55	20	5	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	16	6	0	14	8	19	183	0	0	0	0	0	0	126	84	36	44	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	152	188	142	128	232	124	19	0	90	4	2603	3132	2423	1249	1299	2478	39	97	197	91	72	65	173	304	170	43	5147	5726	1204	1044	16359	22866	952	3415	9678	6350	942	724	17369	13553	389	369	11524	14414	894	654	3663	4465	4758	7562	42875	31003	20997	8021	7982	4649	5009	6676	1143	1232	1086	802	810	1527	1026	306	525	373	291	516	3462	17478	3510	29818	1624	21345	3675	330	687	8791	4520	14587
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Ga0077536	Ga0077536	87	221	144	103	27	128	17	0	1	0	0	0	14	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	1	0	0	0	74	37	14	1	9	0	0	0	0	0	3	0	0	0	0	0	0	0	0	17	7	2	0	0	0	0	10	21	30	12	51	0	0	0	16	0	11	17	25	14	13	74	0	0	0	19	0	0	139	56	46	21	178	69	3	11	77	202	1	11	421	158	19	24	481	275	5	0	101	242	7	2	0	101	11	61	4	14	294	303	490	137	47	31	0	0	0	0	0	0	0	7	22	0	0	0	4	726	91	843	8	199	34	289	215	306	9	89
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;EPR3968-O8a-Bc78	EPR3968-O8a-Bc78	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	49	36	11	2049	1183	914	840	837	463	80	67	579	325	446	20	1638	922	1158	845	739	496	195	0	0	0	0	0	146	16	76	195	189	70	455	0	0	0	247	0	112	3483	3029	1352	302	1087	1598	0	0	0	0	1
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Tenderiales	Tenderiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	474	179	75	178	141	175	182	52	6	0	0	0	0	2	0	40	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	304	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;EC3	EC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	11	18	0	0	0	0	24	0	0	0	0	0	4	2	0	23	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	1	0	9	0	21	5	0	0	44	0
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;HglApr721	HglApr721	1	6	12	61	0	4	14	22	1	5	0	16	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	43	0	0	0	0	0	7	0	0	4	39	0	3	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	158	8	3	0	38	0	0	0	0	0	0	0	0	2	0	0	0
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;AT-s2-59	AT-s2-59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	11	0	439	337	304	168	499	729	385	26	638	443	632	960	701	495	20	0	0	0	0	0	81	147	82	101	369	84	0	0	0	0	0	0	0	0	28	712	995	876	1634	0	6	0	0	0
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;UBA4486	UBA4486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	12	2	0	2	71	0	1	0	0	0	0	0	0	0	0	3	2	15	22	461	250	599	334	307	128	187	254	33	8	55	48	0	0	0	0	135	135	48	49	0	0	151	14	0	0	0	0	0	276	522	22	0	0	17	60	38	743	1997	513	678	28	235	0	0	0	0	5
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;D90	D90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	15	46	149	161	263	653	679	65	397	514	514	7	104	17	15	91	209	99	0	0	0	146	0	354	503	427	474	952	1429	765	0	0	0	0	0	0	45	184	246	2601	175	2029	0	0	0	3	0
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Alphaproteobacteria;Sphingomonadales	Sphingomonadales	86	95	236	265	355	84	74	0	10	4	2	0	48	169	336	172	240	725	100	222	358	531	976	317	256	509	105	109	57	484	31	45	465	127	103	1	83	114	248	0	0	437	722	197	69	143	82	4	55	110	231	23	87	7	67	113	303	0	0	25	0	0	57	138	1464	0	6	75	171	36	27	94	0	0	0	0	0	618	446	560	399	310	904	94	9	103	166	122	6	16	2	144	801	63	53	70	59	134	89	52	0	50	236	303	594	444	403	231	478	934	67	242	199	8223	2315	5163	4860	8671	13494	2378	2951	1715	253	1892	2182	1755	997	704	793	505	751	1457	159	144	0	2686	702	165	79	936	745	930	1545	927	25	559	93	161	101
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Alphaproteobacteria;Rhodospirillales	Rhodospirillales	882	825	1149	915	297	775	420	127	110	46	14	66	159	14	344	194	179	269	252	75	314	148	5	5	13	0	18	244	238	389	59	209	23	72	84	100	17	65	133	0	23	568	472	285	42	1	25	179	544	167	246	780	417	710	499	1189	1817	50	136	3	48	36	748	198	149	280	4746	367	393	185	160	254	263	32	20	92	14	584	577	522	350	331	511	101	17	82	477	54	59	258	456	205	199	1623	1391	433	170	4152	3388	121	459	7125	4912	1518	1245	5776	3921	540	286	2844	3671	666	90	5808	5708	3527	3776	1642	1909	2906	1628	1669	1550	1990	1801	7075	1762	825	400	1143	1974	649	427	723	652	616	426	427	12694	4986	9416	2031	4863	2483	530	832	2747	1588	3309
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Alphaproteobacteria;Rhizobiales	Rhizobiales	78	82	13	90	34	16	78	0	0	0	0	4	16	9	1569	2246	1789	3146	2135	3486	1081	1903	3532	801	212	646	561	789	601	1322	1434	991	1002	2353	1376	175	123	161	0	30	0	470	443	540	87	121	3	2	0	0	63	17	11	9	108	0	167	2	0	0	30	49	13	0	65	0	17	55	116	18	28	83	0	0	0	0	0	18	123	34	27	75	152	0	0	2	2	6	7	10	62	3	86	64	14	1	0	8	3	10	0	0	18	75	15	5	0	0	5	550	20	12	1	209	243	827	39	48	730	286	618	124	73	349	236	400	254	197	813	264	135	227	0	10	0	611	1647	67	5	231	4	1	779	21	19	17	94	15	5
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Alphaproteobacteria;Rickettsiales	Rickettsiales	2578	5591	5098	3898	1910	4086	2103	19	58	7	4	28	30	100	3419	5635	2647	2500	3592	1254	5776	1475	135	138	84	29	153	3662	3227	2722	1605	1754	1062	1609	1211	336	251	337	4	104	164	2156	3053	1863	287	174	305	0	148	0	0	98	1	1	0	0	53	8	8	7	0	0	469	134	6	0	88	2050	1161	594	1050	1203	729	50	16	87	2	1326	1827	1552	1087	1013	1567	38	90	40	69	77	60	2974	4059	666	11	2521	2840	207	177	5539	5576	169	559	2324	1677	385	347	922	939	1343	1005	589	1442	936	627	1140	1262	1156	1106	1178	1759	1853	1893	6268	4362	4673	5733	5451	2970	3394	5698	2889	4864	992	159	356	1436	394	1881	642	4150	1283	1570	5327	987	3812	5625	2584	4160	929	4532
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Alphaproteobacteria;Caulobacterales	Caulobacterales	6	16	8	15	19	53	10	5	92	0	0	11	0	0	16	56	112	118	98	95	244	196	54	22	8	15	4	0	0	0	0	0	63	0	87	0	122	0	0	0	0	37	18	7	80	150	78	0	0	0	0	95	0	0	0	0	0	17	0	0	0	51	0	0	218	0	0	7	1	0	46	2	19	0	0	0	0	25	67	85	43	8	189	25	7	17	47	29	0	1	0	0	42	70	34	0	0	1	0	0	0	1	54	34	3	13	25	49	36	63	28	2	0	399	273	2132	122	634	979	127	323	238	12	11	29	310	75	154	13	69	174	127	141	221	0	266	0	0	2	82	24	152	99	40	5	3	90	0	0
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Alphaproteobacteria;Rhodobacterales	Rhodobacterales	4407	6093	6839	6699	5989	7443	8381	1035	587	873	741	284	260	188	9081	14994	15655	21954	16109	14973	15069	19679	109	174	568	254	660	14287	20383	15059	18132	19302	17583	21128	18466	48	632	75	2	127	21	19911	24613	19844	328	451	82	41629	24563	47091	24860	29580	91944	54464	101463	107744	66447	2962	4537	16396	3502	1845	3451	4909	6802	7239	14905	7184	7841	5290	8152	12053	506	106	111	118	239	4363	2840	4071	2987	2367	5662	307	79	67	484	243	60	6415	8603	1177	1549	4589	6324	71	187	5185	5998	22	681	4501	4092	1057	1605	1205	1124	49	36	1198	1836	396	51	734	812	1100	449	509	1303	4360	5679	17154	7986	13771	12372	3088	3494	2043	8702	2810	1657	1444	428	1908	5741	4325	6950	89	7909	3751	2048	186	2207	1648	11642	4947	8192	359	4444
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Alphaproteobacteria;Puniceispirillales	Puniceispirillales	11569	15569	17908	18928	13702	14799	14127	292	74	265	121	46	74	16	14384	14490	10209	9022	17070	5224	17742	5809	127	144	526	297	951	17272	17023	16668	9742	8822	7772	12040	9836	957	674	623	80	86	167	12172	15196	9360	250	375	520	171	1158	3283	362	857	572	5957	738	534	865	96	179	588	646	148	1866	1467	156	268	907	10700	8751	4559	7695	9271	2047	68	39	319	5	5412	8630	6686	4616	5425	10050	45	364	117	8	213	12	12199	14239	2628	147	5768	5991	172	222	4814	6105	34	448	1429	2676	198	266	414	171	30	0	32	45	45	9	173	902	569	241	1103	847	4460	7707	25211	14200	16960	16828	2516	1625	1276	6432	2093	314	3879	1419	1110	2297	2625	5063	148	2341	682	689	76	65	184	21655	10065	9688	603	3748
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Alphaproteobacteria;Kiloniellales	Kiloniellales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	132	50	37	231	23	34	0	0	3	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	159	187	47	28	84	216	0	0	13	0	0	0	0	0	0	0	0	8	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	172	126	0	24	9	0	0	0	0	0
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Alphaproteobacteria;Pelagibacterales	Pelagibacterales	39275	40384	49660	44101	23217	27924	19328	23919	32509	22266	30696	27919	32474	26341	13724	16553	12881	11576	17407	7098	26123	7581	28062	32977	20047	26371	64778	15152	16337	15170	6113	7807	3610	9478	10580	51621	44090	57433	60707	64758	70525	21003	24701	13067	33708	34186	40938	5185	34644	43323	69329	32506	45901	46765	12936	12459	17850	9290	12309	28969	30035	10087	15671	24937	16288	5392	24353	10628	9389	4371	6804	10941	38285	26809	25770	25415	22310	17557	21882	23443	16207	25834	27595	34689	34431	34234	30496	34146	30923	10338	44642	29642	31025	17221	17049	44097	24728	22630	13840	36197	20065	14947	20450	14740	21056	24069	18610	17836	14133	11280	24667	14566	8210	32699	37616	31384	28088	24708	19121	47236	40597	58127	42146	50550	54863	59814	50316	52668	44053	59176	91923	112593	92831	143605	183594	180434	128826	139590	28100	57544	41959	74279	20705	62661	19237	123144	29434	179702	19740
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria Incertae Sedis	Alphaproteobacteria Incertae Sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	15	34	27	2	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	8	1305	254	0	267	279	129	236	5	9	5	0	0	14	207	2	57	91	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Alphaproteobacteria;Thalassobaculales	Thalassobaculales	999	971	969	1044	916	970	916	1	0	7	2	0	0	4	1	494	128	81	106	42	199	16	2	4	8	24	27	1585	1928	1565	800	712	633	1088	1286	7	0	18	0	0	0	1394	1385	949	12	70	0	0	234	9	38	212	24	102	74	72	14	1	63	5	0	0	27	1	0	0	3	488	274	244	314	467	0	0	0	0	0	304	420	217	410	315	441	0	0	0	0	0	0	951	776	24	6	982	1139	0	0	1198	1140	9	39	1523	1609	223	264	155	230	0	0	11	14	0	0	94	0	87	0	0	103	1117	864	1582	971	1072	1760	59	159	46	420	160	391	0	0	0	27	0	179	41	2537	762	252	0	19	0	1548	121	1614	0	872
order	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Alphaproteobacteria;Sneathiellales	Sneathiellales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1	1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	11	0	1	139	144	2	3	5	215	6	0	4	0	0	18	9	18	5	0	0	0	0	0	0	0	1	305	0	0	0	0	0	0	0	0	0	8	0	237	14	16	30	0	0	0	0	0
